FIDate,UniqueCarrier,delayFlag,Count,DepDelayMin,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
5/11/16,HR,0,1914,-9016,0,0,0,0,0
5/12/16,HR,0,1687,-6822,0,0,0,0,0
5/13/16,HR,0,1806,-7761,0,0,0,0,0
5/14/16,HR,0,1532,-6789,0,0,0,0,0
5/15/16,HR,0,1775,-7402,0,0,0,0,0
5/16/16,HR,0,1840,-8149,0,0,0,0,0
5/17/16,HR,0,1923,-9125,0,0,0,0,0
5/18/16,HR,0,1850,-8635,0,0,0,0,0
5/19/16,HR,0,1767,-7392,0,0,0,0,0
5/20/16,HR,0,1800,-7923,0,0,0,0,0
5/21/16,HR,0,1585,-7335,0,0,0,0,0
5/22/16,HR,0,1920,-8722,0,0,0,0,0
5/23/16,HR,0,1708,-7953,0,0,0,0,0
5/24/16,HR,0,1895,-9433,0,0,0,0,0
5/25/16,HR,0,1824,-8424,0,0,0,0,0
5/26/16,HR,0,1561,-6834,0,0,0,0,0
5/27/16,HR,0,1465,-6308,0,0,0,0,0
5/28/16,HR,0,1528,-7155,0,0,0,0,0
5/29/16,HR,0,1714,-9165,0,0,0,0,0
5/30/16,HR,0,1852,-8927,0,0,0,0,0
5/31/16,HR,0,1538,-6733,0,0,0,0,0
6/1/16,HR,0,1438,-6026,0,0,0,0,0
6/2/16,HR,0,1448,-6563,0,0,0,0,0
6/3/16,HR,0,1545,-6734,0,0,0,0,0
6/4/16,HR,0,1476,-6452,0,0,0,0,0
6/5/16,HR,0,1542,-6586,0,0,0,0,0
6/6/16,HR,0,1861,-8503,0,0,0,0,0
6/7/16,HR,0,1817,-8437,0,0,0,0,0
6/8/16,HR,0,1786,-8196,0,0,0,0,0
6/9/16,HR,0,1714,-7456,0,0,0,0,0
6/10/16,HR,0,1804,-7809,0,0,0,0,0
6/11/16,HR,0,1445,-6305,0,0,0,0,0
6/12/16,HR,0,1513,-6406,0,0,0,0,0
6/13/16,HR,0,1409,-5911,0,0,0,0,0
6/14/16,HR,0,1496,-6511,0,0,0,0,0
6/15/16,HR,0,1543,-6717,0,0,0,0,0
6/16/16,HR,0,1424,-5984,0,0,0,0,0
6/17/16,HR,0,1655,-6911,0,0,0,0,0
6/18/16,HR,0,1475,-6386,0,0,0,0,0
6/19/16,HR,0,1673,-7281,0,0,0,0,0
6/20/16,HR,0,1672,-7093,0,0,0,0,0
6/21/16,HR,0,1482,-6325,0,0,0,0,0
6/22/16,HR,0,1468,-5916,0,0,0,0,0
6/23/16,HR,0,1133,-4469,0,0,0,0,0
6/24/16,HR,0,1399,-5427,0,0,0,0,0
6/25/16,HR,0,1438,-6190,0,0,0,0,0
6/26/16,HR,0,1561,-6381,0,0,0,0,0
6/27/16,HR,0,1644,-6806,0,0,0,0,0
6/28/16,HR,0,1299,-5078,0,0,0,0,0
6/29/16,HR,0,1587,-6382,0,0,0,0,0
6/30/16,HR,0,1628,-6321,0,0,0,0,0
7/1/16,HR,0,1424,-5713,0,0,0,0,0
7/2/16,HR,0,1264,-4945,0,0,0,0,0
7/3/16,HR,0,1668,-8369,0,0,0,0,0
7/4/16,HR,0,1554,-8003,0,0,0,0,0
7/5/16,HR,0,1483,-6242,0,0,0,0,0
7/6/16,HR,0,1568,-7018,0,0,0,0,0
7/7/16,HR,0,1780,-8768,0,0,0,0,0
7/8/16,HR,0,1587,-7407,0,0,0,0,0
7/9/16,HR,0,1315,-5585,0,0,0,0,0
7/10/16,HR,0,1552,-6430,0,0,0,0,0
7/11/16,HR,0,1743,-7987,0,0,0,0,0
7/12/16,HR,0,1830,-8843,0,0,0,0,0
7/13/16,HR,0,1641,-7914,0,0,0,0,0
7/14/16,HR,0,1447,-5835,0,0,0,0,0
7/15/16,HR,0,1303,-5472,0,0,0,0,0
7/16/16,HR,0,1387,-5783,0,0,0,0,0
7/17/16,HR,0,1588,-6637,0,0,0,0,0
7/18/16,HR,0,1592,-6873,0,0,0,0,0
7/19/16,HR,0,1641,-7387,0,0,0,0,0
7/20/16,HR,0,1884,-8648,0,0,0,0,0
7/21/16,HR,0,1488,-6186,0,0,0,0,0
7/22/16,HR,0,1435,-5393,0,0,0,0,0
7/23/16,HR,0,1341,-5364,0,0,0,0,0
7/24/16,HR,0,1678,-6993,0,0,0,0,0
7/25/16,HR,0,1414,-6028,0,0,0,0,0
7/26/16,HR,0,1434,-5838,0,0,0,0,0
7/27/16,HR,0,1602,-7477,0,0,0,0,0
7/28/16,HR,0,1209,-5166,0,0,0,0,0
7/29/16,HR,0,1148,-3992,0,0,0,0,0
7/30/16,HR,0,1040,-3743,0,0,0,0,0
7/31/16,HR,0,1148,-4252,0,0,0,0,0
8/1/16,HR,0,1268,-4802,0,0,0,0,0
8/2/16,HR,0,1529,-6638,0,0,0,0,0
8/3/16,HR,0,1618,-7152,0,0,0,0,0
8/4/16,HR,0,1618,-7279,0,0,0,0,0
8/5/16,HR,0,1503,-6365,0,0,0,0,0
8/6/16,HR,0,1477,-6452,0,0,0,0,0
8/7/16,HR,0,1528,-6584,0,0,0,0,0
8/8/16,HR,0,1678,-6768,0,0,0,0,0
8/9/16,HR,0,1764,-7686,0,0,0,0,0
8/10/16,HR,0,1646,-7440,0,0,0,0,0
8/11/16,HR,0,1634,-7079,0,0,0,0,0
8/12/16,HR,0,1446,-6288,0,0,0,0,0
8/13/16,HR,0,908,-3481,0,0,0,0,0
8/14/16,HR,0,1456,-5691,0,0,0,0,0
8/15/16,HR,0,1405,-5671,0,0,0,0,0
8/16/16,HR,0,1501,-6605,0,0,0,0,0
8/17/16,HR,0,1500,-6749,0,0,0,0,0
8/18/16,HR,0,1295,-5554,0,0,0,0,0
8/19/16,HR,0,1307,-5636,0,0,0,0,0
8/20/16,HR,0,813,-3282,0,0,0,0,0
8/21/16,HR,0,1149,-4319,0,0,0,0,0
8/22/16,HR,0,1618,-7129,0,0,0,0,0
8/23/16,HR,0,1800,-9239,0,0,0,0,0
8/24/16,HR,0,1809,-9525,0,0,0,0,0
8/25/16,HR,0,1791,-8731,0,0,0,0,0
8/26/16,HR,0,1761,-8487,0,0,0,0,0
8/27/16,HR,0,1515,-7776,0,0,0,0,0
8/28/16,HR,0,1796,-8842,0,0,0,0,0
8/29/16,HR,0,1657,-8606,0,0,0,0,0
8/30/16,HR,0,1741,-9512,0,0,0,0,0
8/31/16,HR,0,1928,-10076,0,0,0,0,0
9/1/16,HR,0,1535,-6830,0,0,0,0,0
9/2/16,HR,0,1510,-6447,0,0,0,0,0
9/3/16,HR,0,1550,-7810,0,0,0,0,0
9/4/16,HR,0,1729,-9876,0,0,0,0,0
9/5/16,HR,0,1921,-9444,0,0,0,0,0
9/6/16,HR,0,1757,-7891,0,0,0,0,0
9/7/16,HR,0,1816,-9443,0,0,0,0,0
9/8/16,HR,0,1997,-10478,0,0,0,0,0
9/9/16,HR,0,2008,-9971,0,0,0,0,0
9/10/16,HR,0,1546,-7774,0,0,0,0,0
9/11/16,HR,0,1840,-8778,0,0,0,0,0
9/12/16,HR,0,1938,-8901,0,0,0,0,0
9/13/16,HR,0,1871,-10378,0,0,0,0,0
9/14/16,HR,0,1943,-9823,0,0,0,0,0
9/15/16,HR,0,1796,-7932,0,0,0,0,0
9/16/16,HR,0,1814,-7747,0,0,0,0,0
9/17/16,HR,0,1570,-7704,0,0,0,0,0
9/18/16,HR,0,1703,-7438,0,0,0,0,0
9/19/16,HR,0,1586,-6762,0,0,0,0,0
9/20/16,HR,0,1763,-9069,0,0,0,0,0
9/21/16,HR,0,1689,-8073,0,0,0,0,0
9/22/16,HR,0,1754,-7421,0,0,0,0,0
9/23/16,HR,0,1790,-7475,0,0,0,0,0
9/24/16,HR,0,1417,-6646,0,0,0,0,0
9/25/16,HR,0,1411,-5973,0,0,0,0,0
9/26/16,HR,0,1449,-6099,0,0,0,0,0
9/27/16,HR,0,1862,-9772,0,0,0,0,0
9/28/16,HR,0,1838,-9066,0,0,0,0,0
9/29/16,HR,0,1567,-6624,0,0,0,0,0
9/30/16,HR,0,1496,-5935,0,0,0,0,0
10/1/16,HR,0,1381,-6040,0,0,0,0,0
10/2/16,HR,0,1654,-7548,0,0,0,0,0
10/3/16,HR,0,2013,-9716,0,0,0,0,0
10/4/16,HR,0,1859,-9240,0,0,0,0,0
10/5/16,HR,0,1825,-8319,0,0,0,0,0
10/6/16,HR,0,1614,-6759,0,0,0,0,0
10/7/16,HR,0,1427,-5941,0,0,0,0,0
10/8/16,HR,0,1350,-5976,0,0,0,0,0
10/9/16,HR,0,1695,-7794,0,0,0,0,0
10/10/16,HR,0,1803,-8178,0,0,0,0,0
10/11/16,HR,0,1964,-9807,0,0,0,0,0
10/12/16,HR,0,1946,-9975,0,0,0,0,0
10/13/16,HR,0,1742,-7678,0,0,0,0,0
10/14/16,HR,0,1659,-7087,0,0,0,0,0
10/15/16,HR,0,1529,-6915,0,0,0,0,0
10/16/16,HR,0,1681,-6862,0,0,0,0,0
10/17/16,HR,0,1817,-7736,0,0,0,0,0
10/18/16,HR,0,1941,-9247,0,0,0,0,0
10/19/16,HR,0,1853,-8552,0,0,0,0,0
10/20/16,HR,0,1592,-6356,0,0,0,0,0
10/21/16,HR,0,1692,-6941,0,0,0,0,0
10/22/16,HR,0,1553,-6929,0,0,0,0,0
10/23/16,HR,0,1616,-6666,0,0,0,0,0
10/24/16,HR,0,1705,-7379,0,0,0,0,0
10/25/16,HR,0,1944,-9463,0,0,0,0,0
10/26/16,HR,0,1890,-9321,0,0,0,0,0
10/27/16,HR,0,1762,-7669,0,0,0,0,0
10/28/16,HR,0,1685,-7335,0,0,0,0,0
10/29/16,HR,0,1626,-8191,0,0,0,0,0
10/30/16,HR,0,1732,-8498,0,0,0,0,0
10/31/16,HR,0,1799,-9888,0,0,0,0,0
11/1/16,HR,0,1854,-8876,0,0,0,0,0
11/2/16,HR,0,1918,-10210,0,0,0,0,0
11/3/16,HR,0,1700,-7424,0,0,0,0,0
11/4/16,HR,0,1784,-7876,0,0,0,0,0
11/5/16,HR,0,1600,-8142,0,0,0,0,0
11/6/16,HR,0,1778,-8374,0,0,0,0,0
11/7/16,HR,0,1669,-8551,0,0,0,0,0
11/8/16,HR,0,1919,-10094,0,0,0,0,0
11/9/16,HR,0,1897,-9337,0,0,0,0,0
11/10/16,HR,0,1764,-7574,0,0,0,0,0
11/11/16,HR,0,1587,-7058,0,0,0,0,0
11/12/16,HR,0,1588,-8005,0,0,0,0,0
11/13/16,HR,0,1746,-7513,0,0,0,0,0
11/14/16,HR,0,1727,-7281,0,0,0,0,0
11/15/16,HR,0,1695,-8157,0,0,0,0,0
11/16/16,HR,0,1915,-9230,0,0,0,0,0
11/17/16,HR,0,1863,-8336,0,0,0,0,0
11/18/16,HR,0,1771,-7348,0,0,0,0,0
11/19/16,HR,0,1481,-6331,0,0,0,0,0
11/20/16,HR,0,1621,-7238,0,0,0,0,0
11/21/16,HR,0,1754,-7740,0,0,0,0,0
11/22/16,HR,0,1836,-8209,0,0,0,0,0
11/23/16,HR,0,2008,-9026,0,0,0,0,0
11/24/16,HR,0,1167,-5839,0,0,0,0,0
11/25/16,HR,0,1837,-10640,0,0,0,0,0
11/26/16,HR,0,1825,-9488,0,0,0,0,0
11/27/16,HR,0,1900,-9119,0,0,0,0,0
11/28/16,HR,0,1417,-5929,0,0,0,0,0
11/29/16,HR,0,1767,-8112,0,0,0,0,0
11/30/16,HR,0,1664,-7904,0,0,0,0,0
12/1/16,HR,0,1865,-9423,0,0,0,0,0
12/2/16,HR,0,1979,-10392,0,0,0,0,0
12/3/16,HR,0,1493,-7760,0,0,0,0,0
12/4/16,HR,0,1559,-7180,0,0,0,0,0
12/5/16,HR,0,1642,-7250,0,0,0,0,0
12/6/16,HR,0,1740,-9097,0,0,0,0,0
12/7/16,HR,0,1903,-10013,0,0,0,0,0
12/8/16,HR,0,1689,-7549,0,0,0,0,0
12/9/16,HR,0,1659,-7031,0,0,0,0,0
12/10/16,HR,0,1323,-6117,0,0,0,0,0
12/11/16,HR,0,1349,-5521,0,0,0,0,0
12/12/16,HR,0,1519,-6183,0,0,0,0,0
12/13/16,HR,0,1709,-8303,0,0,0,0,0
12/14/16,HR,0,1753,-8035,0,0,0,0,0
12/15/16,HR,0,1352,-5292,0,0,0,0,0
12/16/16,HR,0,1225,-4486,0,0,0,0,0
12/17/16,HR,0,622,-2273,0,0,0,0,0
12/18/16,HR,0,810,-2830,0,0,0,0,0
12/19/16,HR,0,1238,-4458,0,0,0,0,0
12/20/16,HR,0,1435,-5335,0,0,0,0,0
12/21/16,HR,0,1507,-5724,0,0,0,0,0
12/22/16,HR,0,1364,-5301,0,0,0,0,0
12/23/16,HR,0,1506,-6243,0,0,0,0,0
12/24/16,HR,0,1331,-5727,0,0,0,0,0
12/25/16,HR,0,1479,-7123,0,0,0,0,0
12/26/16,HR,0,1553,-7215,0,0,0,0,0
12/27/16,HR,0,1588,-6962,0,0,0,0,0
12/28/16,HR,0,1744,-7457,0,0,0,0,0
12/29/16,HR,0,1697,-7376,0,0,0,0,0
12/30/16,HR,0,1761,-7783,0,0,0,0,0
12/31/16,HR,0,1537,-7197,0,0,0,0,0
1/1/16,CRM,0,335,-2181,0,0,0,0,0
1/2/16,CRM,0,275,-1613,0,0,0,0,0
1/3/16,CRM,0,228,-1161,0,0,0,0,0
1/4/16,CRM,0,226,-1173,0,0,0,0,0
1/5/16,CRM,0,249,-1473,0,0,0,0,0
1/6/16,CRM,0,298,-1822,0,0,0,0,0
1/7/16,CRM,0,371,-2647,0,0,0,0,0
1/8/16,CRM,0,349,-2562,0,0,0,0,0
1/9/16,CRM,0,315,-2055,0,0,0,0,0
1/10/16,CRM,0,375,-2664,0,0,0,0,0
1/11/16,CRM,0,357,-2550,0,0,0,0,0
1/12/16,CRM,0,373,-2836,0,0,0,0,0
1/13/16,CRM,0,367,-2590,0,0,0,0,0
1/14/16,CRM,0,376,-2598,0,0,0,0,0
1/15/16,CRM,0,349,-2359,0,0,0,0,0
1/16/16,CRM,0,325,-2466,0,0,0,0,0
1/17/16,CRM,0,370,-2902,0,0,0,0,0
1/18/16,CRM,0,364,-2644,0,0,0,0,0
1/19/16,CRM,0,343,-2519,0,0,0,0,0
1/20/16,CRM,0,387,-3049,0,0,0,0,0
1/21/16,CRM,0,393,-2928,0,0,0,0,0
1/22/16,CRM,0,367,-2842,0,0,0,0,0
1/23/16,CRM,0,364,-3122,0,0,0,0,0
1/24/16,CRM,0,400,-3250,0,0,0,0,0
1/25/16,CRM,0,382,-3004,0,0,0,0,0
1/26/16,CRM,0,381,-3199,0,0,0,0,0
1/27/16,CRM,0,393,-3203,0,0,0,0,0
1/28/16,CRM,0,382,-2869,0,0,0,0,0
1/29/16,CRM,0,378,-2886,0,0,0,0,0
1/30/16,CRM,0,335,-2959,0,0,0,0,0
1/31/16,CRM,0,338,-2366,0,0,0,0,0
2/1/16,CRM,0,384,-2911,0,0,0,0,0
2/2/16,CRM,0,386,-3278,0,0,0,0,0
2/3/16,CRM,0,392,-3007,0,0,0,0,0
2/4/16,CRM,0,391,-3051,0,0,0,0,0
2/5/16,CRM,0,381,-2989,0,0,0,0,0
2/6/16,CRM,0,368,-3167,0,0,0,0,0
2/7/16,CRM,0,405,-3381,0,0,0,0,0
2/8/16,CRM,0,395,-2850,0,0,0,0,0
2/9/16,CRM,0,353,-2980,0,0,0,0,0
2/10/16,CRM,0,387,-2707,0,0,0,0,0
2/11/16,CRM,0,385,-2863,0,0,0,0,0
2/12/16,CRM,0,370,-2583,0,0,0,0,0
2/13/16,CRM,0,338,-2506,0,0,0,0,0
2/14/16,CRM,0,360,-2777,0,0,0,0,0
2/15/16,CRM,0,332,-2161,0,0,0,0,0
2/16/16,CRM,0,353,-2140,0,0,0,0,0
2/17/16,CRM,0,342,-2573,0,0,0,0,0
2/18/16,CRM,0,390,-2847,0,0,0,0,0
2/19/16,CRM,0,383,-2414,0,0,0,0,0
2/20/16,CRM,0,374,-2831,0,0,0,0,0
2/21/16,CRM,0,371,-2621,0,0,0,0,0
2/22/16,CRM,0,380,-2581,0,0,0,0,0
2/23/16,CRM,0,390,-2949,0,0,0,0,0
2/24/16,CRM,0,350,-2707,0,0,0,0,0
2/25/16,CRM,0,378,-2705,0,0,0,0,0
2/26/16,CRM,0,417,-3009,0,0,0,0,0
2/27/16,CRM,0,362,-2914,0,0,0,0,0
2/28/16,CRM,0,373,-2687,0,0,0,0,0
2/29/16,CRM,0,363,-2597,0,0,0,0,0
3/1/16,CRM,0,348,-2697,0,0,0,0,0
3/2/16,CRM,0,373,-2832,0,0,0,0,0
3/3/16,CRM,0,381,-2743,0,0,0,0,0
3/4/16,CRM,0,369,-2505,0,0,0,0,0
3/5/16,CRM,0,344,-2700,0,0,0,0,0
3/6/16,CRM,0,359,-2418,0,0,0,0,0
3/7/16,CRM,0,396,-2713,0,0,0,0,0
3/8/16,CRM,0,369,-2760,0,0,0,0,0
3/9/16,CRM,0,355,-2434,0,0,0,0,0
3/10/16,CRM,0,339,-2127,0,0,0,0,0
3/11/16,CRM,0,342,-2014,0,0,0,0,0
3/12/16,CRM,0,316,-2098,0,0,0,0,0
3/13/16,CRM,0,299,-1718,0,0,0,0,0
3/14/16,CRM,0,363,-2178,0,0,0,0,0
3/15/16,CRM,0,366,-2478,0,0,0,0,0
3/16/16,CRM,0,373,-2208,0,0,0,0,0
3/17/16,CRM,0,366,-2297,0,0,0,0,0
3/18/16,CRM,0,391,-2464,0,0,0,0,0
3/19/16,CRM,0,349,-2141,0,0,0,0,0
3/20/16,CRM,0,363,-2146,0,0,0,0,0
3/21/16,CRM,0,375,-2259,0,0,0,0,0
3/22/16,CRM,0,356,-2339,0,0,0,0,0
3/23/16,CRM,0,372,-2240,0,0,0,0,0
3/24/16,CRM,0,365,-2176,0,0,0,0,0
3/25/16,CRM,0,372,-2582,0,0,0,0,0
3/26/16,CRM,0,389,-2885,0,0,0,0,0
3/27/16,CRM,0,411,-2943,0,0,0,0,0
3/28/16,CRM,0,359,-2072,0,0,0,0,0
3/29/16,CRM,0,349,-2115,0,0,0,0,0
3/30/16,CRM,0,377,-2339,0,0,0,0,0
3/31/16,CRM,0,363,-2277,0,0,0,0,0
4/1/16,CRM,0,403,-2661,0,0,0,0,0
4/2/16,CRM,0,327,-2232,0,0,0,0,0
4/3/16,CRM,0,380,-2637,0,0,0,0,0
4/4/16,CRM,0,364,-2280,0,0,0,0,0
4/5/16,CRM,0,362,-2445,0,0,0,0,0
4/6/16,CRM,0,398,-2686,0,0,0,0,0
4/7/16,CRM,0,402,-2750,0,0,0,0,0
4/8/16,CRM,0,368,-2480,0,0,0,0,0
4/9/16,CRM,0,379,-2753,0,0,0,0,0
4/10/16,CRM,0,344,-2353,0,0,0,0,0
4/11/16,CRM,0,382,-2682,0,0,0,0,0
4/12/16,CRM,0,401,-3035,0,0,0,0,0
4/13/16,CRM,0,404,-2912,0,0,0,0,0
4/14/16,CRM,0,399,-2738,0,0,0,0,0
4/15/16,CRM,0,390,-2635,0,0,0,0,0
4/16/16,CRM,0,387,-2812,0,0,0,0,0
4/17/16,CRM,0,376,-2711,0,0,0,0,0
4/18/16,CRM,0,374,-2602,0,0,0,0,0
4/19/16,CRM,0,395,-2906,0,0,0,0,0
4/20/16,CRM,0,411,-2904,0,0,0,0,0
4/21/16,CRM,0,431,-3061,0,0,0,0,0
4/22/16,CRM,0,408,-2804,0,0,0,0,0
4/23/16,CRM,0,394,-3090,0,0,0,0,0
4/24/16,CRM,0,354,-2554,0,0,0,0,0
4/25/16,CRM,0,405,-2776,0,0,0,0,0
4/26/16,CRM,0,409,-3127,0,0,0,0,0
4/27/16,CRM,0,393,-2769,0,0,0,0,0
4/28/16,CRM,0,422,-2991,0,0,0,0,0
4/29/16,CRM,0,422,-2816,0,0,0,0,0
4/30/16,CRM,0,382,-2666,0,0,0,0,0
5/1/16,CRM,0,406,-2809,0,0,0,0,0
5/2/16,CRM,0,408,-2805,0,0,0,0,0
5/3/16,CRM,0,421,-3134,0,0,0,0,0
5/4/16,CRM,0,373,-2601,0,0,0,0,0
5/5/16,CRM,0,399,-2695,0,0,0,0,0
5/6/16,CRM,0,391,-2385,0,0,0,0,0
5/7/16,CRM,0,376,-2752,0,0,0,0,0
5/8/16,CRM,0,416,-3038,0,0,0,0,0
